function,version,bleu4,exact_match,normalized_match
renounceOwnership()_v87_v0.8.18___4372,0.8.18,0.2758,0,0
"setSellFees(uint256,uint256,uint256,uint256,uint256,uint256)_v0.8.11___4373",0.8.11,0.1827,0,0
mintLLC(address)_v0.8.1___4374,0.8.1,0.0,0,0
setMinimumTokensBeforeSwap(uint256)_v3_v0.8.13___4375,0.8.13,0.4403,0,0
isOwner(address)_v3_v0.8.12___4376,0.8.12,0.4526,0,1
"setAutomatedMarketMakerPair(address,bool)_v26_v0.8.0___4377",0.8.0,0.6771,0,1
accoomulatedTokenIdsOwned(address)_v2_v0.8.0___4378,0.8.0,0.1747,0,0
openTrading()_v23_v0.8.13___4379,0.8.13,0.6789,0,0
"toUint32(bytes,uint256)_v0.8.0___4380",0.8.0,0.0,0,0
openTrading()_v249_v0.8.10___4381,0.8.10,0.5541,0,0
claimReward()_v4_v0.8.17___4382,0.8.17,0.0,0,0
removeMarketingFee()_v2_v0.8.15___4383,0.8.15,0.4277,0,0
changePaymentToken(address)_v0.8.0___4384,0.8.0,0.4671,0,0
getFeeInfo()_v0.8.0___4385,0.8.0,0.0,0,0
includeInDividends(address)_v0.8.6___4386,0.8.6,0.7071,0,0
setNewRouter(address)_v0.8.10___4387,0.8.10,0.0,0,0
"deposit(uint256,address,uint256)_v0.8.6___4388",0.8.6,0.0,0,0
updateNewToken(address)_v0.8.0___4389,0.8.0,0.0,0,0
withdraw()_v7_v0.8.6___4390,0.8.6,0.0,0,0
getTotalShares(address)_v2_v0.8.0___4391,0.8.0,0.0,0,0
updateCurrentPrice()_v0.8.2___4392,0.8.2,0.0,0,0
getAsset(string)_v0.8.0___4393,0.8.0,0.0,0,0
"emergencyWithdraw(address,uint256)_v0.8.0___4394",0.8.0,0.0,0,0
nonces(address)_v4_v0.8.0___4395,0.8.0,0.0,0,0
lock(uint256)_v13_v0.8.0___4396,0.8.0,0.0,0,0
removeBuyLimit()_v19_v0.8.9___4397,0.8.9,0.0,0,0
setFeeRate(uint256)_v7_v0.8.10___4398,0.8.10,0.0,0,0
"display(address,uint256)_v0.8.0___4399",0.8.0,0.0,0,0
updateGiveAmount(uint256)_v0.8.0___4400,0.8.0,0.0,0,0
withdraw()_v0.8.11___4401,0.8.11,0.0001,0,0
"swapExactTokensForTokens(uint256,uint256,address[],address,uint256)_v0.8.17___4402",0.8.17,0.0051,0,0
_setMaxTxAmount(uint256)_v32_v0.8.4___4403,0.8.4,0.7195,0,0
getClaimAmount(address)_v0.8.9___4404,0.8.9,0.0,0,0
"royaltyInfo(uint256,uint256)_v21_v0.8.12___4405",0.8.12,0.2725,0,0
getNftFee()_v0.8.0___4406,0.8.0,0.1765,0,0
"flashLoan(address,address,uint256,bytes)_v0.8.0___4407",0.8.0,0.0271,0,0
"decreaseAllowance(address,uint256)_v32_v0.8.8___4408",0.8.8,0.4559,0,0
"setPair(address,bool)_v0.8.16___4409",0.8.16,0.0,0,1
setMarketingWallet(address)_v97_v0.8.4___4410,0.8.4,0.0,0,0
toggleFees()_v0.8.4___4411,0.8.4,0.0,0,0
lock(uint256)_v33_v0.8.4___4412,0.8.4,0.0256,0,0
getTotalClaimable(address)_v2_v0.8.0___4413,0.8.0,0.3479,0,0
openTrading()_v91_v0.8.0___4414,0.8.0,0.8492,0,1
delegates(address)_v0.8.4___4415,0.8.4,0.0,0,0
"sendDogeToPromoter(address,uint256)_v0.8.0___4416",0.8.0,0.0,0,0
startTrading()_v18_v0.8.11___4417,0.8.11,0.109,0,0
"decreaseAllowance(address,uint256)_v569_v0.8.4___4418",0.8.4,0.1197,0,0
withdrawBalance(address)_v0.8.0___4419,0.8.0,0.0,0,0
"decreaseAllowance(address,uint256)_v204_v0.8.7___4420",0.8.7,0.9299,0,1
"makeOrder(address,uint256,address,uint256)_v2_v0.8.0___4421",0.8.0,0.0,0,0
setSwap(address)_v2_v0.8.4___4422,0.8.4,0.2907,0,0
"mint(address,uint256)_v3_v0.8.3___4423",0.8.3,0.0,0,0
manualSwap()_v2_v0.8.0___4424,0.8.0,0.0,0,0
transferOwnership(address)_v110_v0.8.18___4425,0.8.18,0.3057,0,0
isContract(address)_v0.8.17___4426,0.8.17,0.1978,0,0
openTrading()_v59_v0.8.13___4427,0.8.13,0.0,0,0
deleteAddress(bytes32)_v0.8.9___4428,0.8.9,0.0,0,0
"transferAnyERC20Token(address,address,uint256)_v3_v0.8.0___4429",0.8.0,0.0,0,0
"increaseAllowance(address,uint256)_v5638_v0.8.0___4430",0.8.0,0.5512,0,0
UNDERLYING_ASSET_ADDRESS()_v0.8.0___4431,0.8.0,0.3928,0,0
"repayFullDebt(address,address,address,uint256)_v0.8.1___4432",0.8.1,0.0,0,0
setMaxTxPercent(uint256)_v51_v0.8.4___4433,0.8.4,0.162,0,0
getBalance()_v20_v0.8.17___4434,0.8.17,0.5254,0,1
liftMaxTx()_v4_v0.8.4___4435,0.8.4,0.4317,0,1
liftMaxTx()_v175_v0.8.4___4436,0.8.4,1.0,1,1
executeLosslessTurnOff()_v4_v0.8.0___4437,0.8.0,0.0,0,0
zzz()_v0.8.11___4438,0.8.11,0.2265,0,0
setGuardian(address)_v0.8.15___4439,0.8.15,0.297,0,0
"setMaxTxPercents(uint256,uint256,uint256,uint256)_v5_v0.8.10___4440",0.8.10,0.0,0,0
withdraw(address)_v14_v0.8.0___4441,0.8.0,0.0,0,0
claimRewards(uint256[])_v0.8.11___4442,0.8.11,0.0,0,0
withdrawNativeToken()_v0.8.4___4443,0.8.4,0.3395,0,0
getClaimable(address)_v4_v0.8.0___4444,0.8.0,0.0,0,0
setFeeTo(address)_v3_v0.8.0___4445,0.8.0,0.0,0,0
"withdrawTokens(address,uint256)_v0.8.4___4446",0.8.4,0.0,0,0
reflectionBonusBalance(address)_v0.8.9___4447,0.8.9,0.4988,0,0
"increaseAllowance(address,uint256)_v564_v0.8.17___4448",0.8.17,0.4703,0,0
transferOwnership(address)_v313_v0.8.10___4449,0.8.10,0.0,0,0
"excludeFromFee(address,bool)_v0.8.14___4450",0.8.14,0.0,0,0
"setFee(uint256,uint256,uint256,uint256)_v4122_v0.8.9___4451",0.8.9,0.2936,0,0
"updateSellFees(uint256,uint256,uint256)_v9_v0.8.13___4452",0.8.13,0.2627,0,0
setMaxSelltx(uint256)_v2_v0.8.17___4453,0.8.17,0.0,0,0
getFullJingleData(uint256)_v2_v0.8.0___4454,0.8.0,0.0,0,0
clearStuckBalance(uint256)_v9_v0.8.18___4455,0.8.18,0.2477,0,0
increment()_v2_v0.8.6___4456,0.8.6,0.0,0,0
transferOwnership(address)_v5416_v0.8.9___4457,0.8.9,0.4012,0,0
manualSend()_v4_v0.8.13___4458,0.8.13,0.2205,0,0
emergencyUnstake(uint256)_v0.8.0___4459,0.8.0,0.0,0,0
FundsExtract(uint256)_v0.8.15___4460,0.8.15,0.0,0,0
"recoverSigner(bytes32,bytes)_v0.8.1___4461",0.8.1,0.0,0,0
setSwapAndLiquifyEnabled(bool)_v30_v0.8.4___4462,0.8.4,0.634,0,0
getRandomNumber()_v0.8.0___4463,0.8.0,0.0,0,0
enableTrading()_v4_v0.8.16___4464,0.8.16,0.0448,0,0
mint(uint256)_v34_v0.8.4___4465,0.8.4,0.0742,0,0
changeCoordinator(address)_v0.8.11___4466,0.8.11,0.4282,0,0
harvest(address)_v0.8.4___4467,0.8.4,0.0,0,0
ban_user(address)_v0.8.7___4468,0.8.7,0.0,0,0
"delegateBySig(address,uint256,uint256,uint8,bytes32,bytes32)_v14_v0.8.4___4469",0.8.4,0.3513,0,0
removeLimits()_v47_v0.8.13___4470,0.8.13,0.712,0,0
excludeFromReflection(address)_v2_v0.8.4___4471,0.8.4,0.0304,0,0
"freezeAccount(address,bool)_v0.8.9___4472",0.8.9,0.0,0,0
delegate(address)_v2_v0.8.17___4473,0.8.17,0.0,0,0
setBuyTax(uint256)_v0.8.4___4474,0.8.4,0.0,0,0
transferOwnership(address)_v1005_v0.8.7___4475,0.8.7,0.6884,0,1
"increaseAllowance(address,uint256)_v247_v0.8.15___4476",0.8.15,0.4217,0,0
renounceOwnership()_v156_v0.8.13___4477,0.8.13,0.0,0,0
setPair()_v2_v0.8.9___4478,0.8.9,0.1286,0,0
setAntiWhaleEnabled(bool)_v0.8.5___4479,0.8.5,0.0,0,1
"setThreshold(address,uint256)_v0.8.7___4480",0.8.7,0.0,0,0
"placeOrder(address,uint128)_v0.8.7___4481",0.8.7,0.0,0,0
clearTokens(address)_v0.8.19___4482,0.8.19,0.0,0,0
pendingLUCARIO(address)_v0.8.0___4483,0.8.0,0.0012,0,0
gracePeriod()_v0.8.0___4484,0.8.0,0.0,0,0
deploy(uint256)_v0.8.7___4485,0.8.7,0.0,0,0
deletePool(uint256)_v0.8.17___4486,0.8.17,0.0,0,0
"isApprovedForAll(address,address)_v0.8.19___4487",0.8.19,0.0,0,0
setBuyCooldownEnabled(bool)_v0.8.4___4488,0.8.4,0.0,0,0
"isOverLiquified(uint256,uint256)_v3_v0.8.7___4489",0.8.7,0.0,0,0
derivedBalance(address)_v0.8.6___4490,0.8.6,0.0401,0,0
updateMaxWalletAmount(uint256)_v725_v0.8.9___4491,0.8.9,0.6341,0,0
removeFromLockupList(address)_v0.8.4___4492,0.8.4,0.0,0,0
withdrawRemaining()_v2_v0.8.0___4493,0.8.0,0.0,0,0
"uniswapV3SwapCallback(int256,int256,bytes)_v2_v0.8.4___4494",0.8.4,0.0,0,0
setExternalStorage(address)_v0.8.7___4495,0.8.7,0.4671,0,1
isExcludedFromFees(address)_v7_v0.8.10___4496,0.8.10,1.0,1,1
setTxLimit(uint256)_v0.8.18___4497,0.8.18,0.0,0,0
DeedstackInfo()_v0.8.1___4498,0.8.1,0.0,0,0
setUniswapPair(address)_v4_v0.8.4___4499,0.8.4,0.0,0,0
getBalance()_v8_v0.8.17___4500,0.8.17,0.4671,0,0
addReward(uint256)_v0.8.0___4501,0.8.0,0.0,0,0
burn()_v2_v0.8.10___4502,0.8.10,0.0,0,0
"setFees(uint256,uint256)_v12_v0.8.10___4503",0.8.10,0.3922,0,0
getBlock()_v0.8.4___4504,0.8.4,0.6606,0,1
set_Transfers_Without_Fees(bool)_v0.8.15___4505,0.8.15,0.0,0,1
"_balanceOf(address,uint256)_v0.8.0___4506",0.8.0,0.1365,0,0
setContracts(address)_v0.8.0___4507,0.8.0,0.0,0,0
"updateSellFees(uint256,uint256,uint256)_v242_v0.8.10___4508",0.8.10,0.4518,0,0
claimFunds()_v0.8.13___4509,0.8.13,0.261,0,0
setMaxBuyAmount(uint256)_v0.8.7___4510,0.8.7,0.0,0,0
id(address)_v0.8.14___4511,0.8.14,0.0,0,0
clearStuckBalance(uint256)_v4_v0.8.14___4512,0.8.14,0.7343,0,1
"setBuybackUpperLimit(uint256,uint256)_v0.8.8___4513",0.8.8,0.0,0,0
claim()_v46_v0.8.0___4514,0.8.0,0.0,0,0
EndSale()_v0.8.6___4515,0.8.6,0.0,0,0
RegisterShareholder(address)_v0.8.4___4516,0.8.4,0.349,0,0
manualsend()_v72_v0.8.10___4517,0.8.10,0.409,0,1
isStaked(uint256)_v0.8.0___4518,0.8.0,0.4459,0,0
manualSend()_v4_v0.8.18___4519,0.8.18,0.1514,0,0
EndStake(uint256)_v0.8.0___4520,0.8.0,0.0,0,0
"_vaultOutputAmount(uint256,address)_v0.8.0___4521",0.8.0,0.0,0,0
addLiquidity()_v24_v0.8.13___4522,0.8.13,0.0109,0,0
"transferTokens(address,address)_v0.8.10___4523",0.8.10,0.3857,0,0
remove(address)_v0.8.0___4524,0.8.0,0.0,0,0
setLiquidityPool(address)_v0.8.13___4525,0.8.13,0.4671,0,1
transferAdmin(address)_v0.8.4___4526,0.8.4,0.0,0,0
setTreasuryWalletAddress(address)_v0.8.7___4527,0.8.7,0.0,0,0
isLocked(address)_v0.8.11___4528,0.8.11,0.0639,0,0
setOwner(address)_v21_v0.8.10___4529,0.8.10,0.658,0,1
getCirculatingSupply()_v63_v0.8.10___4530,0.8.10,0.6484,0,0
getTaxes()_v0.8.4___4531,0.8.4,0.0347,0,0
"setAddrPrivilege(address,bytes32)_v0.8.7___4532",0.8.7,0.0,0,0
includeInFee(address)_v11_v0.8.15___4533,0.8.15,0.658,0,1
"decreaseAllowance(address,uint256)_v1008_v0.8.0___4534",0.8.0,0.6695,0,1
"setNumTokensSell(uint256,uint256)_v0.8.16___4535",0.8.16,0.0,0,0
unlockTimeOf(address)_v0.8.7___4536,0.8.7,0.2076,0,0
mint(uint256)_v13_v0.8.10___4537,0.8.10,0.0,0,0
"setFees(uint256,uint256,uint256,uint256)_v2_v0.8.9___4538",0.8.9,0.0,0,0
transferOwnership(address)_v257_v0.8.0___4539,0.8.0,0.1323,0,0
"exp(uint256,uint256)_v0.8.4___4540",0.8.4,0.2102,0,0
"isValidDate(uint256,uint256,uint256)_v0.8.4___4541",0.8.4,0.0187,0,0
addMinter(address)_v0.8.5___4542,0.8.5,0.0,0,0
"Check(address,uint256)_v0.8.17___4543",0.8.17,0.0,0,0
"removeAuthorization(address,address)_v0.8.13___4544",0.8.13,0.0,0,0
removeUser(address)_v0.8.0___4545,0.8.0,0.0,0,0
"deposit(uint256,address)_v0.8.17___4546",0.8.17,0.0,0,0
"updateSellFees(uint256,uint256,uint256,uint256)_v0.8.10___4547",0.8.10,0.4077,0,0
"updateFees(uint256,uint256,uint256)_v12_v0.8.4___4548",0.8.4,0.2199,0,0
enableTrading()_v8_v0.8.16___4549,0.8.16,0.5969,0,1
"updateSellFees(uint256,uint256,uint256)_v116_v0.8.10___4550",0.8.10,0.4217,0,0
availableTokens(uint256)_v0.8.0___4551,0.8.0,0.0,0,0
jackpot()_v0.8.7___4552,0.8.7,0.5246,0,0
setMainContract(address)_v0.8.14___4553,0.8.14,0.3247,0,0
getUserLocks(address)_v0.8.0___4554,0.8.0,0.3318,0,0
"blacklistAddress(address,bool)_v2_v0.8.4___4555",0.8.4,0.5452,0,1
withdrawYield()_v0.8.15___4556,0.8.15,0.0,0,0
setMaxTransaction(uint256)_v4_v0.8.10___4557,0.8.10,0.0,0,0
"setBuyFee(uint256,uint256)_v0.8.14___4558",0.8.14,0.0,0,0
"setIsDividendExempt(address,bool)_v0.8.19___4559",0.8.19,0.2339,0,0
hasStarted()_v0.8.0___4560,0.8.0,0.2936,0,0
"updateAnchorManager(address,bool)_v0.8.0___4561",0.8.0,0.1956,0,0
claim(uint256)_v5_v0.8.17___4562,0.8.17,0.0391,0,0
"setFees(uint256,uint256,uint256,uint256)_v2_v0.8.15___4563",0.8.15,0.0,0,0
"makeBid(address,uint256,address,uint256)_v2_v0.8.0___4564",0.8.0,0.0,0,0
minted(address)_v0.8.7___4565,0.8.7,0.5348,0,0
addManager(address)_v0.8.14___4566,0.8.14,0.0,0,0
transferOwnership(address)_v1227_v0.8.0___4567,0.8.0,0.0,0,0
getRewardsByTokenId(uint256)_v2_v0.8.15___4568,0.8.15,0.153,0,0
buyTokens()_v6_v0.8.0___4569,0.8.0,0.0012,0,0
acceptOwnership()_v24_v0.8.4___4570,0.8.4,0.3721,0,0
buyTicket(uint256)_v2_v0.8.0___4571,0.8.0,0.0,0,0
setMaxPerWallet(uint256)_v0.8.4___4572,0.8.4,0.0,0,0
"setFees(uint256,uint256)_v3_v0.8.10___4573",0.8.10,0.0,0,0
setSwapTokensAtAmount(uint256)_v5_v0.8.4___4574,0.8.4,0.5105,0,0
activities(uint256)_v0.8.7___4575,0.8.7,0.0,0,0
"toTimestamp(uint16,uint8,uint8,uint8,uint8,uint8)_v2_v0.8.0___4576",0.8.0,0.0,0,0
rescueETH()_v0.8.9___4577,0.8.9,0.0,0,0
unsetRewardToken(address)_v2_v0.8.6___4578,0.8.6,0.0,0,0
setFee(uint256)_v4_v0.8.9___4579,0.8.9,0.0,0,0
includeInFee(address)_v33_v0.8.7___4580,0.8.7,0.658,0,0
"increaseAllowance(address,uint256)_v230_v0.8.0___4581",0.8.0,0.0,0,0
setAdmin(address)_v0.8.13___4582,0.8.13,0.3247,0,0
bait(address)_v0.8.4___4583,0.8.4,0.0,0,0
"setFees(uint256,uint256,uint256)_v0.8.6___4584",0.8.6,0.1791,0,0
"withdraw(address,address,uint256)_v2_v0.8.12___4585",0.8.12,0.0,0,0
"burnFrom(address,uint256)_v78_v0.8.0___4586",0.8.0,0.2625,0,0
"_set_Fees(uint256,uint256)_v0.8.15___4587",0.8.15,0.0,0,0
tokenURI(uint256)_v14_v0.8.9___4588,0.8.9,0.0,0,0
"memberAction(address,uint96,uint96,bool)_v0.8.0___4589",0.8.0,0.0,0,0
buy()_v2_v0.8.4___4590,0.8.4,0.0,0,0
claim()_v2_v0.8.3___4591,0.8.3,0.0,0,0
"safeTransferFrom(address,address,uint256,bytes)_v4_v0.8.9___4592",0.8.9,0.0,0,0
"teamMint(address,uint256)_v0.8.0___4593",0.8.0,0.0,0,0
"mintToAddress(address,uint256)_v2_v0.8.0___4594",0.8.0,0.0,0,0
assetBalance()_v0.8.14___4595,0.8.14,0.0,0,0
setToken(address)_v2_v0.8.0___4596,0.8.0,0.0,0,0
redeem(string)_v0.8.0___4597,0.8.0,0.0,0,0
getCirculatingSupply()_v7_v0.8.17___4598,0.8.17,0.6996,0,0
"timestampFromDate(uint256,uint256,uint256)_v0.8.4___4599",0.8.4,0.0,0,0
"setBuyFees(uint256,uint256,uint256,uint256)_v2_v0.8.6___4600",0.8.6,0.148,0,0
getMinimumWithdrawalAmount()_v0.8.0___4601,0.8.0,0.4896,0,0
withdraw(address)_v0.8.2___4602,0.8.2,0.0,0,0
openTrading()_v2577_v0.8.4___4603,0.8.4,0.1171,0,0
blacklist(address)_v0.8.0___4604,0.8.0,0.0,0,0
panic()_v0.8.0___4605,0.8.0,0.0,0,0
"stake(uint256,uint256)_v0.8.15___4606",0.8.15,0.0,0,0
setERC721Address(address)_v0.8.0___4607,0.8.0,0.0,0,0
messageForTransferRestriction(uint8)_v0.8.0___4608,0.8.0,0.0,0,0
setMarketingWallet(address)_v25_v0.8.4___4609,0.8.4,0.0,0,0
refund(address)_v0.8.4___4610,0.8.4,0.0,0,0
"getPending(uint256,address,uint32)_v0.8.4___4611",0.8.4,0.0312,0,0
"changeFees(uint256,uint256,uint256,uint256)_v0.8.11___4612",0.8.11,0.0,0,0
transfer(address)_v0.8.0___4613,0.8.0,0.0,0,0
withdrawEth()_v2_v0.8.0___4614,0.8.0,0.0,0,0
"inboundRuleStatsOf(address,uint256)_v0.8.7___4615",0.8.7,0.0,0,0
setMaxSelltx(uint256)_v0.8.17___4616,0.8.17,0.0,0,0
lockTokens(address)_v0.8.15___4617,0.8.15,0.0,0,0
reveal()_v3_v0.8.4___4618,0.8.4,1.0,1,1
"burn(address,uint256)_v2_v0.8.7___4619",0.8.7,0.0,0,0
removeLimits()_v3_v0.8.5___4620,0.8.5,0.0,0,1
transferOwnership(address)_v249_v0.8.0___4621,0.8.0,0.1718,0,0
getOpen()_v0.8.0___4622,0.8.0,0.6407,0,0
"airDrop(address[],uint256[])_v2_v0.8.4___4623",0.8.4,0.1624,0,0
"castVoteBySig(uint256,bool,uint8,bytes32,bytes32)_v0.8.13___4624",0.8.13,0.3287,0,0
deposit(uint256)_v3_v0.8.3___4625,0.8.3,0.0,0,0
setProtocolFee(uint256)_v0.8.9___4626,0.8.9,0.0,0,0
"deposit(uint256,uint256)_v5_v0.8.11___4627",0.8.11,0.0,0,0
withdrawForeignERC20(address)_v0.8.1___4628,0.8.1,0.0,0,0
excludeFromReward(address)_v4_v0.8.14___4629,0.8.14,0.0,0,0
"setFees(uint256,uint256)_v90_v0.8.10___4630",0.8.10,0.0,0,0
erc20Token()_v0.8.4___4631,0.8.4,1.0,1,1
"init(address,address,address)_v0.8.0___4632",0.8.0,0.0,0,0
"getPriorVotes(address,uint256)_v2_v0.8.4___4633",0.8.4,0.7876,0,0
openTrading()_v194_v0.8.19___4634,0.8.19,0.1335,0,0
setProxyAddress(address)_v0.8.11___4635,0.8.11,0.0,0,0
noLongerForSale(uint256)_v0.8.0___4636,0.8.0,0.0,0,0
updateDividendTrackerToken(address)_v0.8.4___4637,0.8.4,0.0,0,0
openTrading(uint256)_v0.8.4___4638,0.8.4,0.0,0,0
isIncludedFromFee(address)_v9_v0.8.17___4639,0.8.17,0.4172,0,1
"getDepositComission(address,uint256)_v0.8.6___4640",0.8.6,0.0,0,0
getEscrowBalance()_v0.8.0___4641,0.8.0,0.4671,0,0
claimTokensAllMemberships()_v0.8.0___4642,0.8.0,0.1142,0,0
burn(address[])_v0.8.0___4643,0.8.0,0.5606,0,0
"increaseAllowance(address,uint256)_v318_v0.8.0___4644",0.8.0,0.3295,0,0
swapTokens(uint256)_v0.8.15___4645,0.8.15,0.0,0,0
isExcludedFromReflection(address)_v0.8.10___4646,0.8.10,0.0,0,1
"setFreezer(address,bool)_v3_v0.8.0___4647",0.8.0,0.0,0,0
redeemUnderlying(uint256)_v0.8.0___4648,0.8.0,0.0,0,0
setSwapFee(uint256)_v0.8.0___4649,0.8.0,0.7825,0,0
getBalance()_v3_v0.8.4___4650,0.8.4,0.0,0,0
setMintPrice(uint256)_v3_v0.8.13___4651,0.8.13,0.0,0,0
"setFees(uint256,uint256,uint256)_v3_v0.8.19___4652",0.8.19,0.1506,0,0
stake(uint256)_v7_v0.8.4___4653,0.8.4,0.0,0,0
checkPrize()_v0.8.4___4654,0.8.4,0.7825,0,1
"uniswapV3FlashCallback(uint256,uint256,bytes)_v0.8.16___4655",0.8.16,0.0,0,0
withdraw()_v3_v0.8.0___4656,0.8.0,0.0003,0,0
getUserAllData(address)_v0.8.4___4657,0.8.4,0.0,0,0
"setTaxes(uint256,uint256,uint256,uint256,uint256,uint256,uint256)_v0.8.17___4658",0.8.17,0.1151,0,0
transferOwnership(address)_v836_v0.8.4___4659,0.8.4,0.1617,0,0
getTeamTotalNFTStrength(uint256)_v0.8.0___4660,0.8.0,0.0856,0,0
"burn(address,uint256)_v23_v0.8.0___4661",0.8.0,0.0,0,0
removeBuyout(address)_v0.8.0___4662,0.8.0,0.0,0,0
openTrading()_v452_v0.8.0___4663,0.8.0,0.8492,0,1
getSourceDomains()_v0.8.0___4664,0.8.0,0.0,0,0
firstBlock()_v0.8.17___4665,0.8.17,1.0,1,1
"stake(uint256,uint8)_v0.8.0___4666",0.8.0,0.0,0,0
"setMaxWalletSize(uint256,uint256)_v0.8.0___4667",0.8.0,0.0,0,0
getFundsDestination()_v0.8.9___4668,0.8.9,0.7109,0,0
addToBlacklist(address)_v0.8.7___4669,0.8.7,0.0,0,0
setMaxTxnAmount(uint256)_v378_v0.8.4___4670,0.8.4,0.3286,0,0
SetupLiquidityTokenAddress(address)_v0.8.13___4671,0.8.13,0.0,0,0
setCommunityAddress(address)_v0.8.15___4672,0.8.15,0.1804,0,0
"setIsTimelockExempt(address,bool)_v0.8.13___4673",0.8.13,0.7349,0,1
getPhase(uint256)_v0.8.0___4674,0.8.0,0.0,0,0
isReward(address)_v0.8.11___4675,0.8.11,0.0,0,0
getSignersCount()_v0.8.4___4676,0.8.4,0.0,0,0
setSwapTokensAtAmount(uint256)_v5_v0.8.17___4677,0.8.17,0.1711,0,0
executeTransfer(uint32)_v0.8.4___4678,0.8.4,0.0,0,0
redeem(uint256)_v0.8.0___4679,0.8.0,0.0,0,0
feed()_v2_v0.8.0___4680,0.8.0,0.0,0,0
"excludeFromFees(address,bool)_v12_v0.8.0___4681",0.8.0,0.4496,0,0
addToBlackList(address)_v0.8.4___4682,0.8.4,0.0,0,0
enableTrading()_v1193_v0.8.10___4683,0.8.10,0.4456,0,0
setMaxBuyTransactionAmount(uint256)_v2_v0.8.17___4684,0.8.17,0.0,0,0
"setFee(uint256,uint256,uint256,uint256)_v24_v0.8.10___4685",0.8.10,0.8778,0,0
minter(address)_v0.8.4___4686,0.8.4,0.0,0,0
logicAddress()_v0.8.11___4687,0.8.11,0.0,0,0
"percent(uint256,uint256)_v0.8.14___4688",0.8.14,0.0,0,0
withdraw(uint256)_v39_v0.8.0___4689,0.8.0,0.0,0,0
moonbagEnabled()_v0.8.4___4690,0.8.4,0.7071,0,0
"setBuyFee(uint256,uint256,uint256,uint256)_v0.8.0___4691",0.8.0,0.0,0,0
"decreaseLiquidity((uint256,uint128,uint256,uint256,uint256)_v0.8.17___4692",0.8.17,0.0,0,0
"setFees(uint256,uint256,uint256,uint256,uint256)_v0.8.12___4693",0.8.12,0.2889,0,0
resultReserveAuction(uint256)_v0.8.4___4694,0.8.4,0.0,0,0
updateMaxWalletAmount(uint256)_v62_v0.8.10___4695,0.8.10,0.8096,0,0
"burnFrom(address,uint256)_v98_v0.8.0___4696",0.8.0,0.9157,0,1
withdraw()_v39_v0.8.9___4697,0.8.9,0.0,0,0
pay(string)_v2_v0.8.4___4698,0.8.4,0.1158,0,0
numAvailableToMint(address)_v0.8.0___4699,0.8.0,0.0,0,0
"getTxConfirmations(uint32,uint256)_v0.8.4___4700",0.8.4,0.0,0,0
owners()_v2_v0.8.0___4701,0.8.0,0.0,0,0
isMinter()_v0.8.0___4702,0.8.0,0.5246,0,0
"setBuyFee(uint256,uint256,uint256)_v2_v0.8.19___4703",0.8.19,0.0,0,0
updateMaxWalletAmount(uint256)_v37_v0.8.9___4704,0.8.9,0.456,0,0
getCirculatingSupply()_v22_v0.8.11___4705,0.8.11,0.6316,0,0
updatePrice(uint256)_v4_v0.8.0___4706,0.8.0,0.0,0,0
setNewRegistrationPrice(uint256)_v2_v0.8.0___4707,0.8.0,0.0,0,0
removeWhitelist(address)_v0.8.17___4708,0.8.17,0.0,0,0
"updateBuyFees(uint256,uint256,uint256)_v34_v0.8.17___4709",0.8.17,0.5757,0,0
treasuryWithdraw()_v0.8.0___4710,0.8.0,0.1379,0,0
mint(uint256)_v27_v0.8.4___4711,0.8.4,0.0,0,0
includeInMaxWallet(address)_v15_v0.8.7___4712,0.8.7,0.3021,0,0
removeManager(address)_v2_v0.8.9___4713,0.8.9,0.0,0,0
setTrading(bool)_v80_v0.8.14___4714,0.8.14,0.8176,0,0
"mint(address,uint256)_v9_v0.8.4___4715",0.8.4,0.0,0,0
doStuff()_v0.8.7___4716,0.8.7,0.0587,0,0
"updateSellFees(uint256,uint256,uint256)_v24_v0.8.10___4717",0.8.10,0.8624,0,0
refund(uint256)_v2_v0.8.4___4718,0.8.4,0.0,0,0
"updateBuyFees(uint256,uint256,uint256)_v461_v0.8.10___4719",0.8.10,0.2067,0,0
includeInFee(address)_v14_v0.8.4___4720,0.8.4,1.0,1,1
"setAutomatedMarketMakerPair(address,bool)_v11_v0.8.12___4721",0.8.12,0.5208,0,0
"setParameters(uint256,uint256,uint256)_v255_v0.8.16___4722",0.8.16,0.0483,0,0
updateSender(address)_v0.8.0___4723,0.8.0,0.0,0,0
withdrawContributions()_v0.8.16___4724,0.8.16,0.0,0,0
getMerkleHashData(bytes9)_v0.8.7___4725,0.8.7,0.0,0,0
setTeamFee(uint256)_v71_v0.8.10___4726,0.8.10,0.0,0,0
"setIsDividendExempt(address,bool)_v0.8.4___4727",0.8.4,0.2339,0,0
includeInDividends(address)_v0.8.0___4728,0.8.0,0.624,0,0
getContractTokenBalance()_v0.8.10___4729,0.8.10,0.7825,0,0
sellEggs()_v0.8.17___4730,0.8.17,0.0,0,0
"deposit(uint256,address)_v0.8.10___4731",0.8.10,0.0755,0,0
setLimitAmount(uint256)_v2_v0.8.14___4732,0.8.14,0.0,0,0
updateRewardContract(address)_v0.8.10___4733,0.8.10,0.0,0,0
openTrade()_v5_v0.8.15___4734,0.8.15,0.2757,0,0
startSale(uint256)_v0.8.14___4735,0.8.14,0.0,0,0
isExcludedFromFee(address)_v6_v0.8.15___4736,0.8.15,0.3508,0,0
